player,stage,round,survival_time,steps,items,ghost_hits,retries,score,total_score,stage_total_hits,completed,is_stage_clear
name,3,3,29.02,164,4,3,0,9710,9710,4,True,True
alexa,3,1,27.47,132,4,0,0,9726,,,True,False
alexa,3,2,32.38,173,4,2,0,9677,,,True,False
alexa,3,3,35.78,183,4,2,0,9643,9643,4,True,True
สมชาย,3,1,23.44,107,4,0,0,9766,,,True,False
สมชาย,3,2,32.31,186,4,2,0,9677,,,True,False
สมชาย,3,3,26.94,179,4,1,0,9731,9731,3,True,True
ske23,3,1,21.90,132,4,0,0,9781,,,True,False
ske23,3,2,23.51,158,4,0,0,9765,,,True,False
ske23,3,3,27.89,152,4,1,0,9722,9722,1,True,True
fah,3,1,27.76,142,4,0,0,9723,,,True,False
fah,3,2,28.50,140,4,0,0,9716,,,True,False
fah,3,3,33.77,158,4,1,0,9663,9663,1,True,True
J,3,1,24.70,160,4,0,0,9753,,,True,False
J,3,2,26.16,153,4,2,0,9739,,,True,False
J,3,3,30.04,146,4,0,0,9700,9700,2,True,True
lyan,3,1,26.94,114,4,0,0,9731,,,True,False
lyan,3,2,27.56,165,4,1,0,9725,,,True,False
lyan,3,3,28.95,132,4,2,0,9711,9711,3,True,True
สมนึก,3,1,32.27,161,4,0,0,9678,,,True,False
สมนึก,3,2,21.34,148,4,1,0,9787,,,True,False
สมนึก,3,3,28.40,132,4,1,0,9717,9717,2,True,True
สมนึก,4,1,21.80,54,4,0,2,9783,,,False,False
kkkkkk,4,3,16.67,60,2,0,0,9834,,,False,False
name,4,3,32.67,72,2,1,0,9674,,,False,False
h,4,3,28.45,60,4,2,2,9716,,,False,False
ske23,4,1,16.21,67,4,0,0,9838,,,False,False
J,4,2,26.72,91,1,2,0,9733,,,False,False
hi,4,1,21.06,94,1,0,2,9790,,,False,False
winner,4,2,20.95,87,1,0,2,9791,,,False,False
lyan,4,1,19.97,111,4,0,0,9801,,,False,False
hi,4,2,24.97,76,4,2,1,9751,,,False,False
kkkkkk,4,2,10.60,87,1,1,0,9894,,,False,False
J,4,2,9.10,118,2,1,1,9910,,,False,False
monica,4,1,14.43,76,4,0,0,9856,,,False,False
fah,4,1,16.07,120,4,0,2,9840,,,False,False
monica,4,2,19.69,103,3,2,0,9804,,,False,False
ske23,4,2,20.53,102,1,0,1,9795,,,False,False
wow,4,2,24.71,92,4,3,0,9753,,,False,False
ske23,4,3,24.68,70,3,2,0,9754,,,False,False
J,4,2,11.59,86,3,0,1,9885,,,False,False
ske23,4,2,12.92,91,2,2,1,9871,,,False,False
fah,4,1,25.84,152,5,0,0,9742,,,True,False
fah,4,2,33.87,158,5,1,0,9662,,,True,False
fah,4,3,31.56,157,5,0,0,9685,9685,1,True,True
CCCC,4,1,22.26,153,5,0,0,9778,,,True,False
CCCC,4,2,26.41,174,5,0,0,9736,,,True,False
CCCC,4,3,39.88,175,5,1,0,9602,9602,1,True,True
nw,4,1,33.18,168,5,0,0,9669,,,True,False
nw,4,2,32.40,202,5,2,0,9676,,,True,False
nw,4,3,38.99,161,5,0,0,9611,9611,2,True,True
new,4,1,34.86,121,5,0,0,9652,,,True,False
new,4,2,30.93,160,5,3,0,9691,,,True,False
new,4,3,39.13,115,5,0,0,9609,9609,3,True,True
สมชาย,4,1,25.16,160,5,0,0,9749,,,True,False
สมชาย,4,2,32.24,190,5,0,0,9678,,,True,False
สมชาย,4,3,28.96,174,5,1,0,9711,9711,1,True,True
h,4,1,22.93,140,5,0,0,9771,,,True,False
h,4,2,38.50,152,5,3,0,9615,,,True,False
h,4,3,39.52,188,5,0,0,9605,9605,3,True,True
สมชาย,4,1,24.09,110,5,0,0,9760,,,True,False
สมชาย,4,2,23.14,163,5,0,0,9769,,,True,False
สมชาย,4,3,29.86,169,5,0,0,9702,9702,0,True,True
kkkkkk,4,1,31.36,150,5,0,0,9687,,,True,False
kkkkkk,4,2,25.12,122,5,1,0,9749,,,True,False
kkkkkk,4,3,35.72,166,5,0,0,9643,9643,1,True,True
ske23,4,1,33.21,165,5,0,0,9668,,,True,False
ske23,4,2,34.25,191,5,0,0,9658,,,True,False
ske23,4,3,33.65,174,5,0,0,9664,9664,0,True,True
lyan,4,1,21.64,187,5,0,0,9784,,,True,False
lyan,4,2,41.60,155,5,2,0,9584,,,True,False
lyan,4,3,41.38,194,5,1,0,9587,9587,3,True,True
fah,4,1,30.77,150,5,0,0,9693,,,True,False
fah,4,2,31.64,178,5,0,0,9684,,,True,False
fah,4,3,27.78,179,5,0,0,9723,9723,0,True,True
winner,4,1,31.25,161,5,0,0,9688,,,True,False
winner,4,2,35.05,151,5,3,0,9650,,,True,False
winner,4,3,34.42,155,5,1,0,9656,9656,4,True,True
u,4,1,34.92,183,5,0,0,9651,,,True,False
u,4,2,15.23,177,5,0,0,9848,,,True,False
u,4,3,31.57,185,5,3,0,9685,9685,3,True,True
J,5,2,22.70,67,3,0,1,9773,,,False,False
new,5,2,20.16,122,3,0,0,9799,,,False,False
u,5,2,25.22,103,2,0,0,9748,,,False,False
alexa,5,1,24.37,130,3,0,0,9757,,,False,False
name,5,2,28.60,105,0,3,0,9714,,,False,False
new,5,2,26.96,90,1,3,1,9731,,,False,False
CCCC,5,2,22.49,91,2,0,2,9776,,,False,False
สมชาย,5,1,17.25,54,4,0,1,9828,,,False,False
name,5,1,32.35,99,2,0,0,9677,,,False,False
name,5,2,24.27,82,1,1,1,9758,,,False,False
CCCC,5,3,18.70,81,5,1,0,9813,,,False,False
สมนึก,5,3,29.02,95,4,1,2,9710,,,False,False
hi,5,2,24.12,107,2,0,1,9759,,,False,False
ske23,5,2,31.29,100,5,0,0,9688,,,False,False
ske23,5,1,30.91,61,4,0,0,9691,,,False,False
lyan,5,2,28.99,83,0,0,1,9711,,,False,False
CCCC,5,1,22.02,105,5,0,1,9780,,,False,False
kkkkkk,5,2,12.58,100,1,2,0,9875,,,False,False
fah,5,1,38.00,160,6,0,0,9620,,,True,False
fah,5,2,43.62,197,6,0,0,9564,,,True,False
fah,5,3,41.12,216,6,1,0,9589,9589,1,True,True
u,5,1,31.09,165,6,0,0,9690,,,True,False
u,5,2,30.42,193,6,1,0,9696,,,True,False
u,5,3,42.97,206,6,0,0,9571,9571,1,True,True
J,5,1,30.32,216,6,0,0,9697,,,True,False
J,5,2,39.61,161,6,0,0,9604,,,True,False
J,5,3,52.33,164,6,0,0,9477,9477,0,True,True
h,5,1,32.43,188,6,0,0,9676,,,True,False
h,5,2,33.02,170,6,0,0,9670,,,True,False
h,5,3,27.80,123,6,4,0,9722,9722,4,True,True
monica,5,1,30.82,198,6,0,0,9692,,,True,False
monica,5,2,33.05,188,6,3,0,9670,,,True,False
monica,5,3,42.55,190,6,0,0,9575,9575,3,True,True
lyan,5,1,31.27,197,6,0,0,9688,,,True,False
lyan,5,2,29.71,158,6,2,0,9703,,,True,False
lyan,5,3,42.47,211,6,0,0,9576,9576,2,True,True
J,5,1,32.66,191,6,0,0,9674,,,True,False
J,5,2,33.56,178,6,0,0,9665,,,True,False
J,5,3,42.10,188,6,1,0,9580,9580,1,True,True
monica,5,1,23.77,188,6,0,0,9763,,,True,False
monica,5,2,36.10,159,6,0,0,9640,,,True,False
monica,5,3,36.14,161,6,0,0,9639,9639,0,True,True
h,2,1,14.71,108,1,0,2,9853,,,False,False
kkkkkk,2,3,15.97,96,2,1,1,9841,,,False,False
e,2,2,12.95,99,1,0,1,9871,,,False,False
e,2,2,18.53,78,1,1,1,9815,,,False,False
สมนึก,2,2,13.27,60,1,0,0,9868,,,False,False
monica,2,2,16.21,82,1,0,1,9838,,,False,False
alexa,2,1,11.58,48,1,0,0,9885,,,False,False
new,2,3,10.76,91,0,1,0,9893,,,False,False
nw,2,1,14.10,68,1,0,1,9860,,,False,False
lyan,2,1,15.79,97,1,0,2,9843,,,False,False
name,4,3,16.11,78,3,2,0,9839,,,False,False
alexa,4,2,14.37,113,1,0,0,9857,,,False,False
kkkkkk,4,2,19.20,49,1,2,1,9808,,,False,False
name,4,1,27.07,104,2,0,1,9730,,,False,False
J,4,2,16.92,89,3,2,1,9831,,,False,False
alexa,4,3,15.57,135,1,0,2,9845,,,False,False
สมนึก,4,2,19.35,117,2,2,1,9807,,,False,False
wow,4,3,17.15,114,4,0,2,9829,,,False,False
e,4,1,20.78,47,0,0,0,9793,,,False,False
name,4,1,20.11,116,4,0,0,9799,,,False,False
ske23,4,3,23.26,116,0,0,2,9768,,,False,False
wow,4,3,20.74,87,3,2,0,9793,,,False,False
monica,4,3,21.97,94,1,0,2,9781,,,False,False
CCCC,4,2,19.85,97,3,2,1,9802,,,False,False
alexa,4,3,21.49,86,2,0,2,9786,,,False,False
สมนึก,4,1,24.27,102,2,0,1,9758,,,False,False
name,4,3,19.60,129,1,1,1,9805,,,False,False
new,4,1,18.20,87,3,0,2,9819,,,False,False
u,4,2,18.54,78,0,0,0,9815,,,False,False
สมนึก,4,1,20.66,75,4,0,0,9794,,,False,False
name,4,2,17.83,100,1,1,0,9822,,,False,False
สมชาย,4,1,25.79,87,0,0,0,9743,,,False,False
hi,4,1,21.56,84,1,0,2,9785,,,False,False
nw,4,2,22.27,70,0,2,2,9778,,,False,False
name,4,1,24.40,129,3,0,2,9757,,,False,False
สมชาย,5,1,20.96,111,3,0,0,9791,,,False,False
h,5,2,35.70,89,3,1,0,9643,,,False,False
lyan,5,3,27.39,111,1,0,0,9727,,,False,False
hi,5,1,35.06,79,1,0,0,9650,,,False,False
new,5,3,31.10,93,4,0,2,9689,,,False,False
monica,5,3,22.77,105,3,1,1,9773,,,False,False
alexa,5,2,30.06,37,4,1,1,9700,,,False,False
winner,5,2,20.09,95,5,1,0,9800,,,False,False
wow,5,1,20.84,137,2,0,0,9792,,,False,False
สมชาย,5,3,26.38,87,1,1,1,9737,,,False,False
wow,5,3,30.31,92,0,0,1,9697,,,False,False
สมนึก,5,1,23.71,72,5,0,2,9763,,,False,False
h,5,1,21.58,84,2,0,0,9785,,,False,False
winner,5,3,26.27,97,0,1,1,9738,,,False,False
e,5,1,30.45,87,4,0,2,9696,,,False,False
lyan,5,3,15.56,141,4,1,2,9845,,,False,False
name,5,2,22.68,86,0,3,1,9774,,,False,False
wow,5,2,23.90,80,2,0,0,9762,,,False,False
winner,5,2,26.87,82,2,2,1,9732,,,False,False
h,5,1,33.23,140,3,0,2,9668,,,False,False
h,5,3,26.45,110,1,1,1,9736,,,False,False
CCCC,5,1,21.36,88,1,0,1,9787,,,False,False
kkkkkk,5,3,21.80,79,4,0,2,9782,,,False,False
ske23,5,1,20.20,95,4,0,1,9799,,,False,False
name,5,3,16.51,139,5,0,0,9835,,,False,False
u,1,1,19.20,73,2,0,0,9809,,,True,False
u,1,2,18.40,90,2,2,0,9817,,,True,False
u,1,3,21.78,158,2,0,0,9783,9783,2,True,True
winner,1,1,17.57,116,2,0,0,9825,,,True,False
winner,1,2,21.96,135,2,1,0,9781,,,True,False
winner,1,3,27.38,138,2,3,0,9727,9727,4,True,True
winner,1,1,12.01,76,2,0,0,9880,,,True,False
winner,1,2,18.49,116,2,2,0,9816,,,True,False
winner,1,3,16.18,99,2,0,0,9839,9839,2,True,True
h,1,1,17.45,83,2,0,0,9826,,,True,False
h,1,2,15.80,94,2,1,0,9843,,,True,False
h,1,3,17.88,126,2,4,0,9822,9822,5,True,True
monica,1,1,15.04,87,2,0,0,9850,,,True,False
monica,1,2,18.10,132,2,0,0,9819,,,True,False
monica,1,3,20.26,99,2,2,0,9798,9798,2,True,True
hi,1,1,16.12,107,2,0,0,9839,,,True,False
hi,1,2,17.08,100,2,3,0,9830,,,True,False
hi,1,3,22.46,128,2,1,0,9776,9776,4,True,True
wow,1,1,19.07,119,2,0,0,9810,,,True,False
wow,1,2,18.20,96,2,0,0,9818,,,True,False
wow,1,3,16.53,171,2,2,0,9835,9835,2,True,True
new,1,1,18.47,131,2,0,0,9816,,,True,False
new,1,2,20.83,115,2,0,0,9792,,,True,False
new,1,3,19.26,109,2,1,0,9808,9808,1,True,True
nw,1,1,13.34,116,2,0,0,9867,,,True,False
nw,1,2,11.35,154,2,0,0,9887,,,True,False
nw,1,3,24.80,77,2,1,0,9752,9752,1,True,True
alexa,1,1,16.32,127,2,0,0,9837,,,True,False
alexa,1,2,20.18,89,2,0,0,9799,,,True,False
alexa,1,3,21.85,120,2,0,0,9782,9782,0,True,True
สมนึก,5,1,35.78,158,6,0,0,9643,,,True,False
สมนึก,5,2,41.10,192,6,1,0,9589,,,True,False
สมนึก,5,3,47.62,196,6,1,0,9524,9524,2,True,True
nw,5,1,39.40,171,6,0,0,9607,,,True,False
nw,5,2,27.41,166,6,0,0,9726,,,True,False
nw,5,3,49.24,233,6,2,0,9508,9508,2,True,True
CCCC,5,1,32.54,165,6,0,0,9675,,,True,False
CCCC,5,2,32.63,165,6,1,0,9674,,,True,False
CCCC,5,3,37.19,210,6,0,0,9629,9629,1,True,True
fah,5,1,34.33,181,6,0,0,9657,,,True,False
fah,5,2,41.71,182,6,1,0,9583,,,True,False
fah,5,3,41.71,234,6,1,0,9583,9583,2,True,True
สมชาย,5,1,20.05,171,6,0,0,9800,,,True,False
สมชาย,5,2,40.55,184,6,0,0,9595,,,True,False
สมชาย,5,3,37.69,168,6,0,0,9624,9624,0,True,True
u,5,3,31.51,65,4,1,0,9685,,,False,False
winner,5,3,16.82,105,3,0,1,9832,,,False,False
nw,5,1,28.38,64,0,0,2,9717,,,False,False
hi,5,3,20.29,71,0,0,2,9798,,,False,False
monica,5,1,26.64,117,0,0,1,9734,,,False,False
สมนึก,5,2,28.98,74,3,1,0,9711,,,False,False
monica,5,2,21.32,185,0,3,2,9787,,,False,False
nw,2,1,9.70,55,2,0,0,9904,,,False,False
lyan,2,3,15.78,77,0,0,2,9843,,,False,False
winner,2,3,9.41,28,2,2,2,9906,,,False,False
alexa,2,2,12.03,82,0,1,2,9880,,,False,False
fah,2,2,10.65,59,1,0,2,9894,,,False,False
e,2,1,15.70,43,0,0,1,9843,,,False,False
fah,2,1,16.39,57,1,0,2,9837,,,False,False
สมชาย,2,2,8.04,85,0,0,1,9920,,,False,False
hi,1,1,13.69,98,2,0,0,9864,,,True,False
hi,1,2,15.03,100,2,0,0,9850,,,True,False
hi,1,3,18.44,100,2,0,0,9816,9816,0,True,True
u,1,1,13.89,126,2,0,0,9862,,,True,False
u,1,2,12.73,145,2,2,0,9873,,,True,False
u,1,3,17.26,122,2,0,0,9828,9828,2,True,True
ske23,1,1,17.27,132,2,0,0,9828,,,True,False
ske23,1,2,16.41,131,2,0,0,9836,,,True,False
ske23,1,3,20.25,129,2,0,0,9798,9798,0,True,True
ske23,1,1,14.96,99,2,0,0,9851,,,True,False
ske23,1,2,18.29,126,2,0,0,9818,,,True,False
ske23,1,3,19.29,120,2,0,0,9808,9808,0,True,True
e,1,1,17.11,121,2,0,0,9829,,,True,False
e,1,2,15.66,76,2,0,0,9844,,,True,False
e,1,3,23.89,137,2,2,0,9762,9762,2,True,True
new,1,1,17.23,80,2,0,0,9828,,,True,False
new,1,2,18.30,114,2,0,0,9817,,,True,False
new,1,3,18.35,108,2,0,0,9817,9817,0,True,True
wow,1,1,15.14,94,2,0,0,9849,,,True,False
wow,1,2,19.38,122,2,1,0,9807,,,True,False
wow,1,3,23.32,122,2,0,0,9767,9767,1,True,True
monica,1,1,16.58,124,2,0,0,9835,,,True,False
monica,1,2,20.31,130,2,0,0,9797,,,True,False
monica,1,3,17.53,153,2,2,0,9825,9825,2,True,True
test,1,1,13.95,100,3,0,0,9861,,,True,False
test,1,2,17.22,108,3,0,0,9689,,,True,False
test,1,3,17.55,104,3,0,0,9513,,,True,False
test,1,3,48.72,312,3,0,0,9513,9513,0,True,True
test,2,1,7.89,60,3,0,0,9922,,,True,False
test,2,2,9.31,60,3,0,0,9829,,,True,False
test,2,3,16.13,74,3,1,0,9829,,,False,False
test,1,1,140.18,120,3,0,0,8599,,,True,False
test,1,2,7.53,20,1,1,0,8599,,,False,False
test,1,2,2.97,0,0,2,0,8599,,,False,False
test,1,2,8.91,32,1,3,0,8599,,,False,False
test,1,2,17.81,104,3,3,0,8421,,,True,False
test,1,3,6.85,34,1,4,0,8421,,,False,False
test,1,1,11.48,100,3,0,0,9886,,,True,False
test,1,2,2.98,0,0,1,0,9886,,,False,False
test,1,2,15.52,108,3,1,0,9730,,,True,False
test,1,3,10.87,69,3,2,0,9730,,,False,False
test,1,3,16.98,102,3,2,0,9561,,,True,False
test,1,3,43.99,310,3,2,0,9561,9561,2,True,True
demo,1,1,14.86,104,3,0,0,9852,,,True,False
demo,1,2,3.0,0,0,1,0,9852,,,False,False
demo,1,2,17.75,102,3,1,0,9674,,,True,False
demo,1,3,16.67,110,3,1,0,9508,,,True,False
demo,1,3,49.27,316,3,1,0,9508,9508,1,True,True
